request_id,timestamp,instance_id,system_type,traffic_pattern,workload_type,endpoint_group,test_tool,experiment_id,concurrent_users,http_method,endpoint_id,endpoint_complexity,payload_size_kb,cpu_utilization_pct,memory_usage_mb,active_connections,event_loop_lag_ms,rolling_avg_cpu_5s,rolling_avg_latency_5s,p95_latency_5s,p99_latency_5s,req_per_sec,short_term_error_rate,response_time_ms,status_code
1c0296d7-7e05-4ef1-9e8e-97b34027c89e,2026-05-31T13:12:32.188Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,22,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,20.37,20.37,20.37,0.2,0,144.14,200
49d66712-2962-4e56-92e6-37f20e0b3b4d,2026-05-31T13:12:32.190Z,instance-3,A,burst,heavy,heavy,k6,Exp_A_09,45,POST,/api/heavy,heavy,0.01,0,47.13,1,0.03,0.94,0,0,0,0.2,0,177.13,200
34938fd4-fccd-4055-8281-88dc349d8beb,2026-05-31T13:12:32.190Z,instance-2,A,burst,heavy,heavy,k6,Exp_A_09,5,POST,/api/heavy,heavy,0.01,0,47.25,1,0.03,0.32,0,0,0,0.2,0,225.24,200
f0218623-df8d-4da5-8e7e-f5d19666afaa,2026-05-31T13:12:32.335Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,24,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,144.14,144.14,144.14,0.4,0,140.32,200
f264d690-e17f-4b39-acdf-a903252d67fe,2026-05-31T13:12:32.368Z,instance-3,A,burst,heavy,heavy,k6,Exp_A_09,18,POST,/api/heavy,heavy,0.01,0,47.13,1,0.03,0.94,177.13,177.13,177.13,0.4,0,168.94,200
e270ed55-60ea-4fe4-9373-1cb04c2ca517,2026-05-31T13:12:32.416Z,instance-2,A,burst,heavy,heavy,k6,Exp_A_09,29,POST,/api/heavy,heavy,0.01,0,47.25,1,0.03,0.32,225.24,225.24,225.24,0.4,0,207.46,200
b919f140-4d24-4171-8362-8c77c926d39b,2026-05-31T13:12:32.476Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,36,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,142.23,144.14,144.14,0.6,0,145.6,200
d0e495af-2382-4fe0-ba27-1338fdcca9ed,2026-05-31T13:12:32.623Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,37,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,143.35,145.6,145.6,0.8,0,151.35,200
7aef1a6a-8051-4d9a-9962-a9c6c5b907d8,2026-05-31T13:12:32.776Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,47,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,145.35,151.35,151.35,1,0,167.06,200
117972a5-c021-4b07-93a8-3be3b28b7493,2026-05-31T13:12:32.944Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,48,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,149.69,167.06,167.06,1.2,0,182.98,200
d96782d5-89fc-48ae-8517-5a1117bf9b1f,2026-05-31T13:12:33.128Z,instance-1,A,burst,heavy,heavy,k6,Exp_A_09,39,POST,/api/heavy,heavy,0.01,0,47.54,1,0.03,0.3,155.24,182.98,182.98,1.4,0,168.15,200
